,year,movie_title,certificate,duration,genre,rate,metascore,votes,gross,user_reviews,critic_reviews,cartoon,number_of_genres
233,2003,American Splendor,R,101,Biography|Comedy|Drama,7.5,90.0,42755,6000000,226.0,181.0,False,3
234,2003,Anger Management,PG-13,106,Comedy,6.19999981,52.0,174831,133760000,479.0,128.0,False,1
235,2004,Shark Tale,PG,90,Animation|Adventure|Comedy,6.0,48.0,137137,160760000,291.0,144.0,True,3
236,2004,Finding Neverland,PG,166,Biography|Drama|Family,7.69999981,67.0,177622,51676606,634.0,225.0,False,3
237,2003,Final Destination 2,R,90,Horror|Thriller,6.19999981,38.0,124128,46460000,473.0,174.0,False,2
238,2003,Identity,R,90,Mystery|Thriller,7.30000019,64.0,183633,51480000,717.0,135.0,False,2
239,2003,A Mighty Wind,PG-13,91,Comedy|Music,7.30000019,81.0,22841,17510000,272.0,96.0,False,2
240,2003,Master and Commander: The Far Side of the World,PG-13,138,Action|Adventure|Drama,7.400000099999999,81.0,172167,93930000,685.0,243.0,False,3
241,2003,Holes,PG,117,Adventure|Comedy|Drama,7.099999900000001,71.0,60107,67330000,333.0,105.0,False,3
242,2003,The League of Extraordinary Gentlemen,PG-13,110,Action|Adventure|Fantasy,5.80000019,30.0,144395,66460000,787.0,202.0,False,3
243,2002,The Man Without a Past,PG-13,97,Comedy|Drama|Romance,7.69999981,84.0,17945,920000,116.0,103.0,False,3
244,2003,Pieces of April,PG-13,80,Comedy|Drama,7.099999900000001,70.0,18292,2360000,178.0,130.0,False,2
245,2005,The Curse of the Were-Rabbit,G,85,Animation|Comedy|Family,7.5,87.0,101556,56070000,310.0,210.0,True,3
246,2003,The Cat in the Hat,PG,82,Adventure|Comedy|Family,3.79999995,19.0,37236,100450000,460.0,109.0,False,3
247,2002,El crimen del padre Amaro,R,118,Drama|Romance,6.80000019,60.0,11281,5710000,111.0,84.0,False,2
248,2003,Love Actually,R,135,Comedy|Drama|Romance,7.69999981,55.0,333993,59370000,1014.0,221.0,False,3
249,2003,Tears of the Sun,R,121,Action|Drama|Thriller,6.599999900000001,48.0,96087,43430000,396.0,89.0,False,3
250,2003,Bruce Almighty,PG-13,101,Comedy|Drama|Fantasy,6.69999981,46.0,306653,242590000,607.0,187.0,False,3
251,2003,21 Grams,R,124,Drama,7.69999981,70.0,194344,16250000,562.0,192.0,False,1
252,2003,House of Sand and Fog,R,126,Drama,7.599999900000001,71.0,57629,13010000,474.0,158.0,False,1
253,2003,Peter Pan,PG,113,Adventure|Family|Fantasy,6.900000099999999,64.0,55577,48420000,483.0,161.0,False,3
254,2004,Spider-Man 2,PG-13,127,Action|Adventure,7.30000019,83.0,427065,373380000,1309.0,294.0,False,2
255,2004,Bridget Jones: The Edge of Reason,R,108,Comedy|Drama|Romance,5.9000001,44.0,80876,40200000,262.0,146.0,False,3
256,2006,Cars,G,117,Animation|Adventure|Comedy,7.19999981,73.0,275340,244050000,588.0,253.0,True,3
257,2002,City of God,R,130,Crime|Drama,8.69999981,79.0,556231,7560000,785.0,215.0,False,2
258,2003,Daddy Day Care,PG,92,Comedy|Family,5.5,39.0,51019,104150000,116.0,80.0,False,2
259,2004,The Incredibles,PG,115,Animation|Action|Adventure,8.0,90.0,496362,261440000,818.0,285.0,True,3
260,2003,The Italian Job,PG-13,111,Action|Crime|Thriller,7.0,68.0,293086,106130000,500.0,154.0,False,3
261,2006,Mission: Impossible III,PG-13,126,Action|Adventure|Thriller,6.900000099999999,66.0,265019,133380000,872.0,307.0,False,3
262,2003,The Cooler,R,101,Crime|Drama|Fantasy,7.0,69.0,29123,8240000,216.0,136.0,False,3
263,2004,The Motorcycle Diaries,R,126,Adventure|Biography|Drama,7.80000019,75.0,85134,16760000,299.0,189.0,False,3
264,2004,Resident Evil: Apocalypse,R,94,Action|Horror|Sci-Fi,6.19999981,35.0,156010,50740000,676.0,192.0,False,3
265,2003,Big Fish,PG-13,125,Adventure|Drama|Fantasy,8.0,58.0,358748,66260000,823.0,235.0,False,3
266,2004,The Day After Tomorrow,PG-13,124,Action|Adventure|Sci-Fi,6.4000001,47.0,343004,186740000,1162.0,238.0,False,3
267,2003,Elf,PG,97,Comedy|Family|Fantasy,6.900000099999999,64.0,157147,173380000,410.0,154.0,False,3
268,2005,Kingdom of Heaven,R,144,Action|Adventure|Drama,7.19999981,63.0,223936,47400000,943.0,238.0,False,3
269,2003,Underworld,R,121,Action|Fantasy|Thriller,7.0,42.0,215559,51480000,818.0,225.0,False,3
270,2003,2 Fast 2 Furious,PG-13,107,Action|Crime|Thriller,5.9000001,38.0,198288,127080000,376.0,149.0,False,3
271,2003,Freaky Friday,PG,97,Comedy|Family|Fantasy,6.0999999,70.0,100338,110220000,272.0,129.0,False,3
272,2002,Twin Sisters,R,137,Drama|Romance|War,7.5,0.0,5735,1207,30.0,28.0,False,3
273,2003,The Texas Chainsaw Massacre,R,98,Horror,6.19999981,38.0,111252,80150000,733.0,233.0,False,1
274,2003,The Last Samurai,R,154,Action|Drama|History,7.69999981,55.0,326503,111110000,938.0,187.0,False,3
275,2003,Pirates of the Caribbean: The Curse of the Black Pearl,PG-13,143,Action|Adventure|Fantasy,8.0,63.0,839783,305390000,2127.0,269.0,False,3
276,2003,Mystic River,R,138,Crime|Drama|Mystery,8.0,84.0,347851,90140000,938.0,230.0,False,3
277,2004,Around the World in 80 Days,PG,120,Action|Adventure|Comedy,5.80000019,49.0,70903,24000000,192.0,187.0,False,3
278,2009,Coraline,PG,100,Animation|Family|Fantasy,7.69999981,80.0,151828,75280000,287.0,315.0,True,3
279,2004,Man on Fire,R,146,Action|Crime|Drama,7.69999981,47.0,274306,77860000,694.0,170.0,False,3
280,2003,Thirteen,R,100,Drama,6.80000019,70.0,69939,4600000,545.0,126.0,False,1
281,2003,Under the Tuscan Sun,PG-13,113,Comedy|Drama|Romance,6.80000019,52.0,37099,43600000,318.0,109.0,False,3
282,2003,Brother Bear,G,85,Animation|Adventure|Comedy,6.80000019,48.0,73916,85330000,159.0,113.0,True,3
283,2003,Freddy vs. Jason,R,97,Action|Horror|Thriller,5.80000019,37.0,91648,82160000,891.0,268.0,False,3
284,2003,Seabiscuit,PG-13,150,Drama|History|Sport,7.30000019,72.0,58634,120147445,456.0,174.0,False,3
285,2005,xXx: State of the Union,PG-13,101,Action|Adventure|Crime,4.30000019,37.0,53430,26080000,217.0,79.0,False,3
286,2005,Harry Potter and the Goblet of Fire,PG-13,157,Adventure|Family|Fantasy,7.69999981,81.0,405392,289990000,1902.0,297.0,False,3
287,2004,The Punisher,R,124,Action|Crime|Drama,6.5,33.0,127284,33680000,626.0,191.0,False,3
288,2004,The Notebook,PG-13,123,Drama|Romance,7.900000099999999,53.0,410677,60000,1113.0,176.0,False,2
289,2003,School of Rock,PG-13,108,Comedy|Family|Music,7.099999900000001,82.0,216617,81260000,480.0,204.0,False,3
290,2004,Troy,R,163,Adventure,7.19999981,56.0,395204,133230000,1704.0,219.0,False,1
291,2003,Girl with a Pearl Earring,PG-13,100,Biography|Drama|Romance,7.0,72.0,61969,11630000,298.0,158.0,False,3
292,2003,Lost in Translation,R,101,Drama,7.80000019,89.0,330944,44570000,1858.0,263.0,False,1
293,2004,The Passion of the Christ,R,127,Drama,7.099999900000001,47.0,183079,370780000,2817.0,397.0,False,1
294,2003,Something's Gotta Give,PG-13,128,Comedy|Drama|Romance,6.69999981,66.0,93684,124590000,403.0,144.0,False,3
295,2007,Live Free or Die Hard,PG-13,128,Action|Adventure|Thriller,7.19999981,69.0,342686,134520000,784.0,352.0,False,3
296,2004,Eternal Sunshine of the Spotless Mind,R,108,Drama|Fantasy|Romance,8.30000019,89.0,696228,34130000,1535.0,277.0,False,3
297,2003,The Barbarian Invasions,R,99,Comedy|Crime|Drama,7.69999981,70.0,25362,3430000,166.0,134.0,False,3
298,2003,Evil,Not Rated,113,Drama,7.80000019,61.0,30983,20000,91.0,67.0,False,1
299,2003,Paycheck,PG-13,119,Action|Mystery|Sci-Fi,6.30000019,43.0,91464,53790000,349.0,194.0,False,3
300,2004,The Polar Express,G,100,Animation|Adventure|Family,6.599999900000001,61.0,129570,580000,453.0,183.0,True,3
301,2004,Van Helsing,PG-13,131,Action|Adventure,6.0,35.0,202387,120030000,1344.0,233.0,False,2
302,2004,The Aviator,PG-13,170,Biography|Drama,7.5,77.0,272977,102610000,806.0,266.0,False,2
303,2004,A Series of Unfortunate Events,PG,108,Adventure|Comedy|Family,6.80000019,62.0,164113,118630000,600.0,186.0,False,3
304,2004,Being Julia,R,104,Comedy|Drama|Romance,7.099999900000001,65.0,10852,7740000,112.0,93.0,False,3
305,2003,Monster,R,109,Biography|Crime|Drama,7.30000019,74.0,108623,34470000,538.0,184.0,False,3
306,2004,50 First Dates,PG-13,99,Comedy|Romance,6.80000019,48.0,273503,120780000,459.0,146.0,False,2
307,2006,The Good Shepherd,R,167,Drama|History|Thriller,6.69999981,61.0,88382,59900000,482.0,195.0,False,3
308,2004,"I, Robot",PG-13,115,Action|Mystery|Sci-Fi,7.099999900000001,59.0,402365,144800000,790.0,225.0,False,3
309,2004,A Very Long Engagement,R,133,Drama|Mystery|Romance,7.69999981,76.0,63994,6170000,241.0,186.0,False,3
310,2004,Alexander,R,175,Action|Adventure|Biography,5.5,39.0,141884,34290000,1397.0,245.0,False,3
311,2004,Howl's Moving Castle,PG,119,Animation|Adventure|Family,8.19999981,80.0,227522,4710000,332.0,215.0,True,3
312,2006,Superman Returns,PG-13,154,Action|Adventure|Sci-Fi,6.0999999,72.0,244354,200070000,2371.0,431.0,False,3
313,2005,Waiting...,R,94,Comedy,6.80000019,30.0,77646,16100000,236.0,91.0,False,1
314,2003,Cheaper by the Dozen,PG,98,Comedy|Family,5.80000019,46.0,77474,138610000,288.0,104.0,False,2
315,2004,King Arthur,PG-13,126,Action|Adventure|Drama,6.30000019,46.0,139827,51880000,891.0,171.0,False,3
316,2004,Ocean's Twelve,PG-13,125,Crime|Thriller,6.5,58.0,293417,125530000,632.0,196.0,False,2
317,2004,Ray,PG-13,152,Biography|Drama|Music,7.69999981,73.0,113740,75305995,436.0,207.0,False,3
318,2005,Madagascar,PG,86,Animation|Adventure|Comedy,6.900000099999999,57.0,278169,193140000,387.0,180.0,True,3
319,2002,The Twilight Samurai,0,129,Drama|History,8.10000038,82.0,18588,0,101.0,93.0,False,2
320,2004,Walking Tall,PG-13,86,Action|Crime,6.19999981,44.0,54749,45860000,224.0,117.0,False,2
321,2005,Cinderella Man,PG-13,144,Biography|Drama|Sport,8.0,69.0,152076,61640000,531.0,201.0,False,3
322,2005,The Brothers Grimm,PG-13,118,Action|Adventure|Comedy,5.9000001,51.0,100722,37900000,493.0,235.0,False,3
323,2004,EuroTrip,R,93,Comedy,6.599999900000001,45.0,165885,17720000,317.0,92.0,False,1
324,2004,A Cinderella Story,PG,95,Comedy|Family|Romance,5.9000001,25.0,65358,51430000,234.0,68.0,False,3
325,2005,The Family Stone,PG-13,103,Comedy|Drama|Romance,6.30000019,56.0,50844,6060000,477.0,141.0,False,3
326,2005,Mr. & Mrs. Smith,PG-13,120,Action|Comedy|Crime,6.5,55.0,361385,186340000,803.0,230.0,False,3
327,2004,Anchorman: The Legend of Ron Burgundy,PG-13,94,Comedy,7.19999981,63.0,275291,84140000,579.0,180.0,False,1
328,2005,Robots,PG,91,Animation|Adventure|Comedy,6.30000019,64.0,106559,128200000,271.0,162.0,True,3
329,2005,Walk the Line,PG-13,136,Biography|Drama|Music,7.900000099999999,72.0,192695,119520000,815.0,288.0,False,3
330,2013,The Secret Life of Walter Mitty,PG,114,Adventure|Comedy|Drama,7.30000019,54.0,244276,58230000,519.0,363.0,False,3
331,2005,Constantine,R,121,Drama|Fantasy|Horror,6.900000099999999,50.0,242257,75500000,1012.0,284.0,False,3
332,2005,King Kong,PG-13,187,Action|Adventure|Drama,7.19999981,81.0,323522,218050000,2624.0,446.0,False,3
333,2009,Inglourious Basterds,R,153,Adventure|Drama|War,8.30000019,69.0,928117,120520000,1546.0,492.0,False,3
334,2004,The Terminal,PG-13,128,Comedy|Drama|Romance,7.30000019,55.0,315946,77030000,608.0,152.0,False,3
335,2004,Kinsey,R,118,Biography|Drama|Romance,7.099999900000001,79.0,43265,10210000,205.0,189.0,False,3
336,2004,The Life Aquatic with Steve Zissou,R,119,Adventure|Comedy|Drama,7.30000019,62.0,144255,24010000,635.0,261.0,False,3
337,2004,Downfall,R,156,Biography|Drama|History,8.30000019,82.0,259483,5500000,566.0,199.0,False,3
338,2004,Dawn of the Dead,R,101,Action|Horror|Thriller,7.400000099999999,59.0,199440,58890000,1062.0,286.0,False,3
339,2005,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",PG,143,Adventure|Family|Fantasy,6.900000099999999,75.0,297403,291710000,1467.0,282.0,False,3
340,2004,Taking Lives,R,103,Crime|Mystery|Thriller,6.19999981,38.0,66966,32680000,313.0,142.0,False,3
341,2004,Dodgeball: A True Underdog Story,PG-13,92,Comedy|Sport,6.69999981,55.0,190410,114320000,393.0,191.0,False,2
342,2005,Syriana,R,128,Drama|Thriller,7.0,76.0,112008,50820000,627.0,356.0,False,2
343,2006,Happy Feet,PG,108,Animation|Comedy|Family,6.5,77.0,138325,197990000,549.0,203.0,True,3
344,2004,Harold & Kumar Go to White Castle,R,88,Adventure|Comedy,7.099999900000001,64.0,158629,18230000,316.0,150.0,False,2
345,2005,The Squid and the Whale,R,81,Comedy|Drama,7.400000099999999,82.0,61824,7360000,235.0,122.0,False,2
346,2005,Charlie and the Chocolate Factory,PG,115,Adventure|Comedy|Family,6.69999981,72.0,333750,206460000,1363.0,272.0,False,3
347,2008,Indiana Jones and the Kingdom of the Crystal Skull,PG-13,122,Action|Adventure|Fantasy,6.19999981,65.0,344036,317010000,2060.0,472.0,False,3
348,2003,The Room,R,99,Drama,3.5,0.0,32502,0,324.0,70.0,False,1
349,2004,The Village,PG-13,108,Drama|Mystery|Thriller,6.5,44.0,198455,114200000,2009.0,262.0,False,3
350,2007,I'm Not There.,R,135,Biography|Drama|Music,7.0,73.0,49428,4000000,230.0,233.0,False,3
351,2004,National Treasure,PG,131,Action|Adventure|Family,6.900000099999999,39.0,260609,173010000,696.0,192.0,False,3
352,2004,Collateral,R,120,Crime|Drama|Thriller,7.599999900000001,71.0,301264,100000000,840.0,296.0,False,3
353,2015,Jurassic World,PG-13,124,Action|Adventure|Sci-Fi,7.0,59.0,439876,652180000,1307.0,652.0,False,3
354,2004,The Sea Inside,PG-13,125,Biography|Drama|Romance,8.10000038,74.0,66451,2090000,140.0,156.0,False,3
355,2004,AVP: Alien vs. Predator,PG-13,101,Action|Horror|Sci-Fi,5.5999999,29.0,147853,80280000,1288.0,245.0,False,3
356,2004,Spanglish,PG-13,131,Comedy|Drama|Romance,6.4000001,48.0,67001,42040000,345.0,124.0,False,3
357,2005,The Hitchhiker's Guide to the Galaxy,PG,109,Adventure|Comedy|Sci-Fi,6.80000019,63.0,159825,51020000,1057.0,277.0,False,3
358,2008,Iron Man,PG-13,126,Action|Adventure|Sci-Fi,7.900000099999999,79.0,720219,318300000,1063.0,489.0,False,3
359,2004,The Bourne Supremacy,PG-13,108,Action|Mystery|Thriller,7.80000019,73.0,364203,176050000,815.0,238.0,False,3
360,2005,The Wedding Date,PG-13,90,Comedy|Romance,6.0999999,32.0,39623,31590000,252.0,102.0,False,2
361,2005,Batman Begins,PG-13,140,Action|Adventure,8.30000019,70.0,1021111,205340000,2692.0,473.0,False,2
362,2004,The Chorus,PG-13,97,Drama|Music,7.900000099999999,56.0,45823,3630000,110.0,112.0,False,2
363,2005,Kiss Kiss Bang Bang,R,103,Comedy|Crime|Mystery,7.599999900000001,72.0,181413,4240000,338.0,224.0,False,3
364,2007,Harry Potter and the Order of the Phoenix,PG-13,138,Adventure|Family|Fantasy,7.5,71.0,373912,292000000,1114.0,332.0,False,3
365,2004,Napoleon Dynamite,PG,96,Comedy,6.900000099999999,64.0,165403,44540000,1477.0,220.0,False,1
366,2004,Sideways,R,126,Comedy|Drama|Romance,7.5,94.0,153557,71502303,841.0,283.0,False,3
367,2004,Crash,R,112,Crime|Drama|Thriller,7.80000019,69.0,368775,54560000,1627.0,284.0,False,3
368,2004,Closer,R,104,Drama|Romance,7.30000019,65.0,171899,33990000,906.0,211.0,False,2
369,2006,X-Men: The Last Stand,PG-13,104,Action|Adventure|Fantasy,6.69999981,58.0,395539,234360000,1916.0,331.0,False,3
370,2004,Mean Girls,PG-13,97,Comedy,7.0,66.0,255717,86050000,558.0,161.0,False,1
371,2005,The Ring Two,PG-13,110,Horror|Mystery|Sci-Fi,5.4000001,44.0,73699,75890000,561.0,196.0,False,3
372,2004,Kill Bill: Vol. 2,R,137,Action|Crime|Drama,8.0,83.0,530176,66210000,942.0,305.0,False,3
373,2005,Capote,R,114,Biography|Crime|Drama,7.400000099999999,88.0,103895,28747570,416.0,271.0,False,3
374,2005,Serenity,PG-13,119,Action|Adventure|Sci-Fi,8.0,74.0,248181,25340000,1600.0,274.0,False,3
375,2009,The Lovely Bones,PG-13,135,Drama|Fantasy|Thriller,6.69999981,42.0,128300,43980000,598.0,310.0,False,3
376,2006,Casino Royale,PG-13,144,Action|Adventure|Thriller,8.0,80.0,485719,167010000,2308.0,399.0,False,3
377,2004,Before Sunset,R,80,Drama|Romance,8.0,90.0,175268,5790000,493.0,216.0,False,2
378,2004,White Chicks,PG-13,109,Comedy|Crime,5.5,41.0,102225,69150000,254.0,61.0,False,2
379,2007,3:10 to Yuma,R,122,Adventure|Crime|Drama,7.69999981,76.0,243878,53570000,565.0,295.0,False,3
380,2004,As It Is in Heaven,0,133,Comedy|Drama|Music,7.599999900000001,0.0,13900,10000,95.0,34.0,False,3
381,2006,The Da Vinci Code,PG-13,149,Mystery|Thriller,6.599999900000001,46.0,329979,217540000,1974.0,301.0,False,2
382,2007,Ratatouille,G,111,Animation|Comedy|Family,8.0,96.0,491643,206440000,633.0,320.0,True,3
383,2006,Pirates of the Caribbean: Dead Man's Chest,PG-13,151,Action|Adventure|Fantasy,7.30000019,53.0,539213,423030000,1837.0,312.0,False,3
384,2004,Vera Drake,R,125,Crime|Drama,7.69999981,83.0,20719,3750000,168.0,168.0,False,2
385,2006,Accepted,PG-13,93,Comedy,6.5,47.0,107920,36300000,209.0,111.0,False,1
386,2005,The Amityville Horror,R,90,Drama|Horror|Mystery,6.0,33.0,83807,64260000,522.0,182.0,False,3
387,2005,Green Street Hooligans,R,109,Crime|Drama|Sport,7.5,55.0,121088,340000,381.0,78.0,False,3
388,2004,House of Flying Daggers,PG-13,119,Action|Adventure|Drama,7.599999900000001,89.0,94503,11040000,421.0,247.0,False,3
389,2007,The Golden Compass,PG-13,113,Adventure|Family|Fantasy,6.0999999,51.0,152755,70080000,670.0,250.0,False,3
390,2006,Monster House,PG,91,Animation|Comedy|Family,6.599999900000001,68.0,75188,73660000,232.0,190.0,True,3
391,2005,Hitch,PG-13,118,Comedy|Romance,6.599999900000001,58.0,251257,177580000,374.0,171.0,False,2
392,2005,The Constant Gardener,R,129,Drama|Mystery|Romance,7.5,82.0,114432,33570000,567.0,227.0,False,3
393,2004,Saw,R,103,Horror|Mystery|Thriller,7.69999981,46.0,309265,55150000,1521.0,287.0,False,3
394,2006,Idiocracy,R,84,Adventure|Comedy|Sci-Fi,6.599999900000001,66.0,112655,440000,439.0,125.0,False,3
395,2006,The Black Dahlia,R,121,Crime|Drama|Mystery,5.5999999,49.0,64465,22520000,647.0,240.0,False,3
396,2005,Brokeback Mountain,R,134,Drama|Romance,7.69999981,87.0,266587,83030000,2263.0,354.0,False,2
397,2007,Bee Movie,PG,91,Animation|Adventure|Comedy,6.19999981,54.0,110122,126600000,223.0,194.0,True,3
398,2006,Click,PG-13,107,Comedy|Drama|Fantasy,6.4000001,45.0,253570,137340000,687.0,171.0,False,3
399,2004,Maria Full of Grace,R,101,Crime|Drama,7.5,87.0,30997,6520000,174.0,154.0,False,2
400,2004,Hotel Rwanda,PG-13,121,Biography|Drama|History,8.10000038,79.0,275466,23470000,625.0,186.0,False,3
401,2005,The Devil's Rejects,R,107,Crime|Horror,6.900000099999999,53.0,78555,16900000,688.0,264.0,False,2
402,2005,The Pacifier,PG,95,Action|Comedy|Drama,5.5,30.0,69151,113010000,226.0,126.0,False,3
403,2005,North Country,R,126,Drama,7.30000019,68.0,33671,18320000,214.0,154.0,False,1
404,2006,Perfume: The Story of a Murderer,R,147,Crime|Drama|Fantasy,7.5,56.0,195889,2210000,485.0,227.0,False,3
405,2005,Wedding Crashers,R,119,Comedy|Romance,7.0,64.0,286038,209220000,651.0,186.0,False,2
406,2005,House of Wax,R,108,Horror,5.30000019,41.0,96828,32050000,577.0,227.0,False,1
407,2005,Memoirs of a Geisha,PG-13,145,Drama|Romance,7.30000019,54.0,121851,57010000,548.0,226.0,False,2
408,2008,Bolt,PG,96,Animation|Adventure|Comedy,6.900000099999999,67.0,151440,114050000,179.0,226.0,True,3
409,2005,The Longest Yard,PG-13,113,Comedy|Crime|Sport,6.4000001,48.0,133979,158120000,317.0,134.0,False,3
410,2010,Tangled,PG,100,Animation|Adventure|Comedy,7.80000019,71.0,307108,200810000,391.0,325.0,True,3
411,2007,Bridge to Terabithia,PG,96,Adventure|Drama|Family,7.19999981,74.0,114494,82230000,524.0,180.0,False,3
412,2005,A History of Violence,R,96,Crime|Drama|Thriller,7.5,81.0,191672,31490000,1125.0,442.0,False,3
413,2005,The Island,PG-13,136,Action|Adventure|Romance,6.900000099999999,50.0,268365,35800000,904.0,255.0,False,3
414,2007,The Diving Bell and the Butterfly,PG-13,112,Biography|Drama,8.0,92.0,91921,5990000,176.0,260.0,False,2
415,2006,A Good Year,PG-13,117,Comedy|Drama|Romance,6.900000099999999,47.0,73194,7460000,198.0,148.0,False,3
416,2012,John Carter,PG-13,132,Action|Adventure|Sci-Fi,6.599999900000001,51.0,216838,73060000,746.0,463.0,False,3
417,2005,Sin City,R,124,Crime|Thriller,8.0,74.0,675121,74100000,1739.0,374.0,False,2
418,2006,Underworld: Evolution,R,106,Action|Adventure|Fantasy,6.80000019,36.0,162103,62320000,511.0,205.0,False,3
419,2005,The New World,PG-13,135,Biography|Drama|History,6.69999981,69.0,72432,12710000,674.0,221.0,False,3
420,2005,The Sisterhood of the Traveling Pants,PG,119,Comedy|Drama|Family,6.5,66.0,46136,39010000,222.0,87.0,False,3
421,2006,Little Children,R,136,Drama|Romance,7.599999900000001,75.0,94414,5460000,322.0,251.0,False,2
422,2006,The Lives of Others,R,137,Drama|Thriller,8.5,89.0,272075,11280000,412.0,215.0,False,2
423,2004,Million Dollar Baby,PG-13,132,Drama|Sport,8.10000038,86.0,501680,100420000,1113.0,267.0,False,2
424,2005,Sky High,PG,100,Adventure|Comedy|Family,6.19999981,62.0,63543,63940000,221.0,127.0,False,3
425,2005,The 40-Year-Old Virgin,R,116,Comedy|Romance,7.099999900000001,73.0,322104,109240000,548.0,214.0,False,2
426,2005,Zathura: A Space Adventure,PG,101,Action|Adventure|Comedy,6.0999999,67.0,70313,28050000,204.0,135.0,False,3
427,2005,Transamerica,R,103,Adventure|Comedy|Drama,7.400000099999999,66.0,36922,9010000,231.0,170.0,False,3
428,2005,War of the Worlds,PG-13,116,Adventure|Sci-Fi|Thriller,6.5,73.0,344528,234280000,2746.0,397.0,False,3
429,2006,The Departed,R,151,Crime|Drama|Thriller,8.5,85.0,910945,132370000,2074.0,353.0,False,3
430,2007,Sweeney Todd: The Demon Barber of Fleet Street,R,116,Drama|Horror|Musical,7.400000099999999,83.0,291007,52880000,785.0,384.0,False,3
431,2005,Munich,R,164,Drama|Thriller,7.599999900000001,74.0,180785,47380000,829.0,298.0,False,2
432,2006,Poseidon,PG-13,98,Action|Adventure|Drama,5.5999999,50.0,84100,60660000,630.0,229.0,False,3
433,2009,Watchmen,R,162,Action|Drama|Mystery,7.599999900000001,56.0,402967,107500000,1241.0,452.0,False,3
434,2005,Hustle & Flow,R,116,Crime|Drama|Music,7.400000099999999,68.0,34222,22200000,206.0,156.0,False,3
435,2006,The Lake House,PG,99,Drama|Fantasy|Romance,6.80000019,52.0,116909,52320000,547.0,175.0,False,3
436,2008,Hellboy II: The Golden Army,PG-13,120,Action|Adventure|Fantasy,7.0,78.0,213162,75750000,343.0,347.0,False,3
437,2005,Mrs Henderson Presents,R,103,Comedy|Drama|Music,7.099999900000001,71.0,13756,11030000,180.0,137.0,False,3
438,2007,Spider-Man 3,PG-13,139,Action|Adventure,6.19999981,59.0,396230,336530000,1906.0,392.0,False,2
439,2007,Elizabeth: The Golden Age,PG-13,114,Biography|Drama|History,6.900000099999999,45.0,56387,16260000,215.0,200.0,False,3
440,2005,Pride & Prejudice,PG,129,Drama|Romance,7.80000019,82.0,200254,38370000,1066.0,176.0,False,2
441,2006,The Fountain,PG-13,96,Drama|Sci-Fi,7.30000019,51.0,195816,10140000,920.0,273.0,False,2
442,2007,Mongol: The Rise of Genghis Khan,R,126,Adventure|Biography|Drama,7.30000019,74.0,38515,5700000,166.0,160.0,False,3
443,2005,Match Point,R,119,Drama|Romance|Thriller,7.69999981,72.0,171953,23090000,737.0,280.0,False,3
444,2006,300,R,117,Action|Fantasy,7.69999981,52.0,625098,210590000,2077.0,456.0,False,2
445,2009,Harry Potter and the Half-Blood Prince,PG,153,Adventure|Family|Fantasy,7.5,78.0,339955,301960000,980.0,380.0,False,3
446,2007,Transformers,PG-13,144,Action|Adventure|Sci-Fi,7.099999900000001,61.0,523342,318760000,1787.0,395.0,False,3
447,2006,Flags of Our Fathers,R,135,Drama|History|War,7.099999900000001,79.0,103727,33570000,416.0,276.0,False,3
448,2005,Jarhead,R,125,Action|Drama|War,7.099999900000001,58.0,147149,62650000,657.0,261.0,False,3
449,2005,Junebug,R,106,Comedy|Drama,7.0,80.0,19448,2680000,187.0,138.0,False,2
450,2004,Yesterday,R,90,Drama,7.80000019,0.0,1945,0,32.0,11.0,False,1
451,2007,The Kite Runner,PG-13,128,Drama,7.599999900000001,61.0,69543,15800000,232.0,201.0,False,1
452,2008,The Curious Case of Benjamin Button,PG-13,166,Drama|Fantasy|Romance,7.80000019,70.0,474130,127490000,831.0,364.0,False,3
453,2006,Marie Antoinette,PG-13,123,Biography|Drama|History,6.4000001,65.0,82221,15960000,622.0,262.0,False,3
454,2007,Surf's Up,PG,85,Animation|Comedy|Family,6.69999981,64.0,55793,58870000,113.0,152.0,True,3
455,2005,Hard Candy,R,104,Crime|Drama|Thriller,7.099999900000001,58.0,135011,1010000,656.0,229.0,False,3
456,2005,Joyeux Noel,PG-13,116,Drama|History|Music,7.80000019,70.0,22450,1050000,147.0,118.0,False,3
457,2007,Hot Fuzz,R,116,Action|Comedy|Mystery,7.900000099999999,81.0,364391,23620000,694.0,284.0,False,3
458,2006,Lucky Number Slevin,R,110,Crime|Drama|Mystery,7.80000019,53.0,268043,22490000,511.0,200.0,False,3
459,2005,Sophie Scholl: The Final Days,0,120,Biography|Crime|Drama,7.69999981,76.0,22881,680000,103.0,129.0,False,3
460,2006,Alpha Dog,R,122,Biography|Crime|Drama,6.900000099999999,53.0,89472,15230000,265.0,96.0,False,3
461,2007,August Rush,PG,114,Drama|Music,7.5,38.0,89560,31660000,366.0,146.0,False,2
462,2006,Failure to Launch,PG-13,97,Comedy|Romance,5.5999999,47.0,60052,88660000,243.0,140.0,False,2
463,2007,Hairspray,PG,117,Comedy|Drama|Family,6.69999981,81.0,101230,118820000,401.0,218.0,False,3
464,2010,The A-Team,PG-13,117,Action|Adventure|Comedy,6.80000019,47.0,215789,77210000,366.0,313.0,False,3
465,2005,Four Brothers,R,109,Action|Crime|Drama,6.900000099999999,49.0,112752,74480000,342.0,123.0,False,3
